"Make","Model","Fuel Type","Vehicle Type"
"KIA","SPORTAGE GT-LINE PHEV 4X4 AUTO","PHEV","CAR"
"KIA","SPORTAGE 4 PHEV 4X4 AUTO","PHEV","CAR"
"KIA","SPORTAGE GT-LINE S PHEV 4X4 A","PHEV","CAR"
"KIA","SPORTAGE GT-LINE S PHEV 4X4","PHEV","CAR"
"MAZDA","MX-30 MAKOTO PHEV AUTO","PHEV","CAR"
"MAZDA","MX-30 SPORT LUX EV","BEV","CAR"
"MAZDA","MX-30 EXCLUSIVE-LINE EV","BEV","CAR"
"MAZDA","MX-30 100TH ANNIVERSARY ED EV","BEV","CAR"
"MAZDA","MX-30 PRIME-LINE PHEV AUTO","PHEV","CAR"
"MAZDA","CX-60 EXCLUSIVE-LINE PHEV AUTO","PHEV","CAR"
"MAZDA","MX-30 EDITION R PHEV AUTO","PHEV","CAR"
"MAZDA","MX-30 EXCLUSIVE-LINE PHEV AUTO","PHEV","CAR"
"MAZDA","CX-60 TAKUMI PHEV AUTO","PHEV","CAR"
"MAZDA","MX-30 SE-L LUX EV","BEV","CAR"
"MAZDA","MX-30 FIRST EDITION EV","BEV","CAR"
"MAZDA","MX-30 PRIME-LINE EV","BEV","CAR"
"MAZDA","MX-30 GT SPORT TECH EV","BEV","CAR"
"MAZDA","CX-60 HOMURA PHEV AUTO","PHEV","CAR"
"MAZDA","MX-30 MAKOTO EV","BEV","CAR"
"MERCEDES","C 300 AMG LINE E 4MATIC AUTO","PHEV","CAR"
"MERCEDES","C 300 AMG LINE ED PREMIUM E A","PHEV","CAR"
"MERCEDES","C 300 SPORT EDITION E AUTO","PHEV","CAR"
"MERCEDES","C 300 AMG LINE ED PREM + E A","PHEV","CAR"
"MERCEDES","C 300 E AMG LINE PREMIUM + A","PHEV","CAR"
"MERCEDES","C 300 AMG LINE PREMIUM E 4M A","PHEV","CAR"
"MERCEDES","C 300 E AMG LINE AUTO","PHEV","CAR"
"MERCEDES","C 300 E AMG LINE PREMIUM AUTO","PHEV","CAR"
"MERCEDES","C 300 SPORT EDITION PREM E A","PHEV","CAR"
"MERCEDES","C 300 AMG LINE EDITION E AUTO","PHEV","CAR"
"MERCEDES","CLA 250 AMG LINE EXECUTIVE","PHEV","CAR"
"MERCEDES","A 250 AMG LN PREM","PHEV","CAR"
"MERCEDES","A 250 AMG LINE EDITION","PHEV","CAR"
"MERCEDES","A 250 AMG LINE E AUTO","PHEV","CAR"
"MERCEDES","A 250 SPORT E AUTO","PHEV","CAR"
"MERCEDES","A 250 SPORT EDITION E AUTO","PHEV","CAR"
"MERCEDES","A 250 AMG LINE PREMIUM E AUTO","PHEV","CAR"
"MERCEDES","A 250 AMG LINE ED PREMIUM+ E A","PHEV","CAR"
"MERCEDES","A 250 AMG LN PREM + NGT ED E A","PHEV","CAR"
"MERCEDES","A 250 AMG LINE EDITION E AUTO","PHEV","CAR"
"MERCEDES","A 250 AMG LINE EXECUTIVE E A","PHEV","CAR"
"MERCEDES","A 250 AMG LINE ED EXECUTVE E A","PHEV","CAR"
"MERCEDES","A 250 AMG LINE PREMIUM + E A","PHEV","CAR"
"MERCEDES","A 250 AMG LINE ED PREMIUM E A","PHEV","CAR"
"MERCEDES","C 350 E AMG LINE PREMIUM AUTO","PHEV","CAR"
"MERCEDES","C 350 E AMG LINE AUTO","PHEV","CAR"
"MERCEDES","C350 SPORT E AUTO","PHEV","CAR"
"MERCEDES","C350 SPORT PREMIUM E AUTO","PHEV","CAR"
"MERCEDES","C 350 E AMG LINE PREMIUM + A","PHEV","CAR"
"MERCEDES","C350 SPORT PREMIUM + E AUTO","PHEV","CAR"
"MERCEDES","EQB 250+ AMG LINE PREMIUM","BEV","CAR"
"MERCEDES","EQA 300 AMG LINE EXECUTIVE 4M","BEV","CAR"
"MERCEDES","EQA 300 AMG LINE PREMIUM + 4M","BEV","CAR"
"MERCEDES","EQA 300 AMG LNE PREMIUM 4MATIC","BEV","CAR"
"MERCEDES","EQA 350 AMG LINE EXECUTIVE 4M","BEV","CAR"
"MERCEDES","EQA 350 AMG LINE PREMIUM + 4M","BEV","CAR"
"MERCEDES","EQA 350 AMG LNE PREMIUM 4MATIC","BEV","CAR"
"MERCEDES","EQB 250 AMG LINE PREMIUM +","BEV","CAR"
"MERCEDES","EQA 350 AMG LINE 4MATIC","BEV","CAR"
"MERCEDES","EQA 250 AMG LINE","BEV","CAR"
"MERCEDES","EQA 250 SPORT","BEV","CAR"
"MERCEDES","CLA 250 AMG LINE PREMIUM E A","PHEV","CAR"
"MERCEDES","EQA 250+ SPORT","BEV","CAR"
"MERCEDES","EQA 300 AMG LINE 4MATIC","BEV","CAR"
"MERCEDES","EQA 250+ AMG LINE PREMIUM","BEV","CAR"
"MERCEDES","EQB 250+ AMG LINE PREMIUM +","BEV","CAR"
"MERCEDES","EQB 250+ AMG LINE EXECUTIVE","BEV","CAR"
"MERCEDES","EQB 250+ SPORT EXECUTIVE","BEV","CAR"
"MERCEDES","E 300 SE PREMIUM E AUTO","PHEV","CAR"
"MERCEDES","E 300 SE E AUTO","PHEV","CAR"
"MERCEDES","E 300 AMG LINE PREMIUM E AUTO","PHEV","CAR"
"MERCEDES","E 300 AMG LINE EDITION E AUTO","PHEV","CAR"
"MERCEDES","EQB 300 AMG LINE EXECUTIVE 4M","BEV","CAR"
"MERCEDES","EQB 300 AMG LINE PREMIUM + 4M","BEV","CAR"
"MERCEDES","EQB 300 AMG LNE PREMIUM 4MATIC","BEV","CAR"
"MERCEDES","EQB 350 AMG LINE EXECUTIVE 4M","BEV","CAR"
"MERCEDES","EQB 350 AMG LINE PREMIUM + 4M","BEV","CAR"
"MERCEDES","EQB 350 AMG LNE PREMIUM 4MATIC","BEV","CAR"
"MERCEDES","EQC 400 AMG LINE EDITION 4MATC","BEV","CAR"
"MERCEDES","EQC 400 AMG LINE PREMIUM + 4M","BEV","CAR"
"MERCEDES","EQC 400 AMG LINE PREMIUM 4M","BEV","CAR"
"MERCEDES","EQC 400 EDITION 1 4MATIC","BEV","CAR"
"MERCEDES","EQC 400 SPORT 4MATIC","BEV","CAR"
"MERCEDES","EQC 400 EDITION 1886 4MATIC","BEV","CAR"
"MERCEDES","EQB 300 AMG LINE 4MATIC","BEV","CAR"
"MERCEDES","EQB 350 AMG LINE 4MATIC","BEV","CAR"
"MERCEDES","GLA 250 AMG LINE EXECUTIVE E A","PHEV","CAR"
"MERCEDES","GLA 250 AMG LINE PREMIUM + E A","PHEV","CAR"
"MERCEDES","GLA 250 AMG LINE PREMIUM E A","PHEV","CAR"
"MERCEDES","GLA 250 AMG LN PRM+ NGT ED E A","PHEV","CAR"
"MERCEDES","GLA 250 EXCLSIVE ED PREM + E A","PHEV","CAR"
"MERCEDES","GLA 250 EXCLUSIVE ED PREM E A","PHEV","CAR"
"MERCEDES","GLA 250 EXCLUSIVE EDITION E A","PHEV","CAR"
"MERCEDES","GLE 350 AMG LINE PREM+ DE 4M A","PHEV","CAR"
"MERCEDES","GLE 350 AMG LINE PREM DE 4M A","PHEV","CAR"
"MERCEDES","GLC 300 AMG LINE E","PHEV","CAR"
"MERCEDES","EQA 250+ AMG LINE","BEV","CAR"
"MERCEDES","EQC 400 AMG LINE 4MATIC","BEV","CAR"
"MERCEDES","EQC 400 AMG LINE PREMIUM","BEV","CAR"
"MERCEDES","GLC 300 AMG LINE DE","PHEV","CAR"
"MERCEDES","EQA 250 AMG LINE PREMIUM","BEV","CAR"
"MERCEDES","EQA 350 AMG LINE PREMIUM","BEV","CAR"
"MERCEDES","A 250 AMG LINE PREMIUM","PHEV","CAR"
"MERCEDES","EQB 300 AMG LNE PREMIUM","BEV","CAR"
"MERCEDES","GLA 250 EXCLSIVE ED PREM","PHEV","CAR"
"MERCEDES","EQA 250+ AMG LINE EXECUTIVE","BEV","CAR"
"MERCEDES","EQA 300 AMG LINE EXECUTIVE","BEV","CAR"
"MERCEDES","C 350 E AMG LINE","PHEV","CAR"
"MERCEDES","A 250 AMG LINE EXECUTIVE","PHEV","CAR"
"MERCEDES","CLA 250 AMG LINE PREMIUM + E A","PHEV","CAR"
"MERCEDES","CLA 250 AMG LN PRM+ NGT ED E A","PHEV","CAR"
"MERCEDES","CLA 250 AMG LINE E AUTO","PHEV","CAR"
"MERCEDES","CLA 250 AMG LINE EXECUTIVE E A","PHEV","CAR"
"MERCEDES","EQA 350 AMG LNE PREMIUM","BEV","CAR"
"MERCEDES","EQA 300 AMG LNE PREMIUM","BEV","CAR"
"MERCEDES","EQB 350 AMG LNE PREMIUM","BEV","CAR"
"MERCEDES","GLA 250 EXCLUSIVE ED PREM","PHEV","CAR"
"MERCEDES","E 300 AMG LINE DE","PHEV","CAR"
"MERCEDES","CLA 250 AMG LINE PREMIUM","PHEV","CAR"
"MERCEDES","A 250 AMG LINE ED","PHEV","CAR"
"MERCEDES","E 300 AMG LINE ADVANCED E AUTO","PHEV","CAR"
"MERCEDES","E 300 AMG LINE PREMIUM E 4M A","PHEV","CAR"
"MERCEDES","E 300 AMG LINE E AUTO","PHEV","CAR"
"MERCEDES","E 300 AMG LINE PREMIUM+ E 4M A","PHEV","CAR"
"MERCEDES","E 300 SE PREMIUM + E AUTO","PHEV","CAR"
"MERCEDES","E 300 AMG LNE NGT ED PREM+ E A","PHEV","CAR"
"MERCEDES","E 300 AMG LINE PREMIUM + E A","PHEV","CAR"
"MERCEDES","A 250 AMG LINE E","PHEV","CAR"
"MG","5 SE","BEV","CAR"
"MG","4 TROPHY","BEV","CAR"
